(New) Chromatin State	(Old) Chromatin State
Weak_transcription	Repressed_PolyComb
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Strong_transcription	Heterochromatin
Heterochromatin	Bivalent_Enhancer
Repressed_PolyComb	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Enhancers
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Active_TSS
Active_TSS	ZNF_genes_and_repeats
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Quiescent_Low
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Quiescent_Low	Strong_transcription
