(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Repressed_PolyComb	Quiescent_Low
Strong_transcription	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Bivalent_Poised_TSS
Enhancers	Active_TSS
Weak_transcription	Transcr_at_gene_5_and_3
Active_TSS	Repressed_PolyComb
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Bivalent_Enhancer
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Strong_transcription
Quiescent_Low	Enhancers
