(New) Chromatin State	(Old) Chromatin State
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Heterochromatin	Flanking_Bivalent_TSS_Enh
Strong_transcription	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Bivalent_Enhancer
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Repressed_PolyComb
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Weak_transcription	Genic_enhancers
Flanking_Active_TSS	Weak_transcription
Bivalent_Enhancer	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
