(New) Chromatin State	(Old) Chromatin State
Active_TSS	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Genic_enhancers	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Active_TSS
Bivalent_Enhancer	Flanking_Active_TSS
Enhancers	Enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Strong_transcription	Genic_enhancers
Heterochromatin	Heterochromatin
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
