(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Genic_enhancers
Genic_enhancers	Strong_transcription
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Weak_transcription
Enhancers	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Enhancers
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Active_TSS	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Bivalent_Enhancer
Heterochromatin	Active_TSS
Strong_transcription	Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
