(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Strong_transcription
Strong_transcription	Weak_transcription
Repressed_PolyComb	Genic_enhancers
Weak_transcription	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Genic_enhancers	Bivalent_Poised_TSS
Enhancers	Flanking_Bivalent_TSS_Enh
Active_TSS	Enhancers
Weak_Repressed_PolyComb	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Quiescent_Low
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Heterochromatin
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Active_TSS
Quiescent_Low	Weak_Repressed_PolyComb
