(New) Chromatin State	(Old) Chromatin State
Enhancers	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Strong_transcription	Genic_enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
Repressed_PolyComb	ZNF_genes_and_repeats
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Heterochromatin	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Bivalent_Enhancer
Active_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Repressed_PolyComb
Bivalent_Poised_TSS	Enhancers
Weak_transcription	Active_TSS
Flanking_Bivalent_TSS_Enh	Heterochromatin
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
