(New) Chromatin State	(Old) Chromatin State
Weak_transcription	Strong_transcription
Strong_transcription	Weak_transcription
Weak_Repressed_PolyComb	Enhancers
Heterochromatin	Genic_enhancers
Repressed_PolyComb	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Genic_enhancers	Flanking_Active_TSS
Active_TSS	Active_TSS
Enhancers	Quiescent_Low
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Flanking_Active_TSS	Repressed_PolyComb
Bivalent_Poised_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Heterochromatin
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Quiescent_Low	Flanking_Bivalent_TSS_Enh
