(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Genic_enhancers	Heterochromatin
Enhancers	Weak_transcription
Repressed_PolyComb	Strong_transcription
Transcr_at_gene_5_and_3	Genic_enhancers
Heterochromatin	Transcr_at_gene_5_and_3
Active_TSS	Flanking_Bivalent_TSS_Enh
Strong_transcription	Bivalent_Poised_TSS
Flanking_Active_TSS	Active_TSS
Weak_transcription	Repressed_PolyComb
Bivalent_Poised_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Enhancers
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
