(New) Chromatin State	(Old) Chromatin State
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Flanking_Active_TSS	Repressed_PolyComb
Transcr_at_gene_5_and_3	Active_TSS
Active_TSS	Flanking_Active_TSS
Genic_enhancers	Weak_Repressed_PolyComb
Enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Repressed_PolyComb	Enhancers
Heterochromatin	Heterochromatin
Strong_transcription	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
