(New) Chromatin State	(Old) Chromatin State
Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Enhancers	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Bivalent_Enhancer
Bivalent_Poised_TSS	Enhancers
Repressed_PolyComb	Repressed_PolyComb
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
