(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Active_TSS
Genic_enhancers	Enhancers
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Enhancers	Active_TSS
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
