(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
Strong_transcription	Strong_transcription
Heterochromatin	Enhancers
ZNF_genes_and_repeats	Flanking_Active_TSS
Repressed_PolyComb	Weak_Repressed_PolyComb
Enhancers	ZNF_genes_and_repeats
Genic_enhancers	Bivalent_Poised_TSS
Transcr_at_gene_5_and_3	Repressed_PolyComb
Active_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Active_TSS
