(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Enhancers	Flanking_Active_TSS
Bivalent_Enhancer	Active_TSS
Genic_enhancers	Strong_transcription
ZNF_genes_and_repeats	Enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Active_TSS	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Bivalent_Enhancer
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Repressed_PolyComb
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
