(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Strong_transcription
Strong_transcription	Weak_transcription
Heterochromatin	Enhancers
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Repressed_PolyComb	Flanking_Active_TSS
Enhancers	ZNF_genes_and_repeats
Genic_enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Active_TSS
Active_TSS	Bivalent_Enhancer
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
