(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Strong_transcription
Strong_transcription	Weak_transcription
Repressed_PolyComb	Genic_enhancers
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Genic_enhancers	Transcr_at_gene_5_and_3
Enhancers	Bivalent_Poised_TSS
Weak_transcription	Flanking_Bivalent_TSS_Enh
Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Weak_Repressed_PolyComb	Heterochromatin
Flanking_Active_TSS	Enhancers
Bivalent_Poised_TSS	Repressed_PolyComb
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Quiescent_Low	Weak_Repressed_PolyComb
