(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Flanking_Active_TSS
Enhancers	Active_TSS
Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Enhancers
Flanking_Active_TSS	Bivalent_Enhancer
Heterochromatin	Weak_transcription
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
