(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Weak_transcription
Transcr_at_gene_5_and_3	Active_TSS
Repressed_PolyComb	Bivalent_Enhancer
Active_TSS	Weak_Repressed_PolyComb
Flanking_Active_TSS	Genic_enhancers
Heterochromatin	Transcr_at_gene_5_and_3
Strong_transcription	Repressed_PolyComb
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
