(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Genic_enhancers	Bivalent_Enhancer
Active_TSS	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Enhancers	Active_TSS
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Strong_transcription	Enhancers
Flanking_Bivalent_TSS_Enh	Heterochromatin
Heterochromatin	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
