(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Enhancer	Bivalent_Enhancer
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Flanking_Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Repressed_PolyComb
Genic_enhancers	Flanking_Active_TSS
Active_TSS	ZNF_genes_and_repeats
Enhancers	Enhancers
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Repressed_PolyComb	Weak_Repressed_PolyComb
Heterochromatin	Heterochromatin
Strong_transcription	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
