(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Enhancers	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Bivalent_TSS_Enh
ZNF_genes_and_repeats	Enhancers
Bivalent_Poised_TSS	Bivalent_Enhancer
Flanking_Bivalent_TSS_Enh	Genic_enhancers
Active_TSS	Repressed_PolyComb
Repressed_PolyComb	Weak_transcription
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Heterochromatin
