(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Bivalent_Enhancer	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Repressed_PolyComb
Genic_enhancers	Heterochromatin
Enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Active_TSS
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Weak_transcription
Heterochromatin	Transcr_at_gene_5_and_3
Strong_transcription	Genic_enhancers
Weak_transcription	Enhancers
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
