(New) Chromatin State	(Old) Chromatin State
Weak_transcription	Strong_transcription
Strong_transcription	Weak_transcription
Weak_Repressed_PolyComb	Enhancers
Heterochromatin	Genic_enhancers
Repressed_PolyComb	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Genic_enhancers	Flanking_Active_TSS
Active_TSS	Active_TSS
Enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Quiescent_Low
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Quiescent_Low	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Heterochromatin
