(New) Chromatin State	(Old) Chromatin State
Transcr_at_gene_5_and_3	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Repressed_PolyComb
Enhancers	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Heterochromatin
Genic_enhancers	Weak_Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Bivalent_Enhancer
Active_TSS	Transcr_at_gene_5_and_3
Flanking_Bivalent_TSS_Enh	Active_TSS
Bivalent_Poised_TSS	Genic_enhancers
Heterochromatin	Weak_transcription
Strong_transcription	Flanking_Active_TSS
Weak_transcription	Enhancers
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
