(New) Chromatin State	(Old) Chromatin State
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Heterochromatin	Flanking_Bivalent_TSS_Enh
Strong_transcription	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Enhancers
ZNF_genes_and_repeats	Repressed_PolyComb
Enhancers	Genic_enhancers
Flanking_Active_TSS	ZNF_genes_and_repeats
Weak_transcription	Weak_transcription
Bivalent_Enhancer	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
