(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Bivalent_Enhancer
Flanking_Bivalent_TSS_Enh	Repressed_PolyComb
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Genic_enhancers	Enhancers
ZNF_genes_and_repeats	Flanking_Active_TSS
Enhancers	Active_TSS
Active_TSS	ZNF_genes_and_repeats
Repressed_PolyComb	Transcr_at_gene_5_and_3
Heterochromatin	Genic_enhancers
Strong_transcription	Heterochromatin
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
