(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Repressed_PolyComb
Weak_transcription	Enhancers
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Weak_transcription
Genic_enhancers	Flanking_Active_TSS
Enhancers	Transcr_at_gene_5_and_3
Active_TSS	Quiescent_Low
Transcr_at_gene_5_and_3	Active_TSS
Flanking_Active_TSS	Genic_enhancers
Bivalent_Poised_TSS	Heterochromatin
Bivalent_Enhancer	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Strong_transcription
