(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
Active_TSS	Active_TSS
Flanking_Active_TSS	Genic_enhancers
ZNF_genes_and_repeats	Bivalent_Enhancer
Repressed_PolyComb	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Weak_Repressed_PolyComb
Bivalent_Poised_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
