(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Genic_enhancers	Bivalent_Enhancer
Active_TSS	Weak_Repressed_PolyComb
Enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Heterochromatin	Active_TSS
Strong_transcription	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Heterochromatin
Bivalent_Poised_TSS	Enhancers
Weak_transcription	ZNF_genes_and_repeats
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
