(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Heterochromatin	Enhancers
Repressed_PolyComb	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Active_TSS	Quiescent_Low
Genic_enhancers	Heterochromatin
Enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Quiescent_Low	Active_TSS
Flanking_Active_TSS	Weak_transcription
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
