(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
Strong_transcription	Quiescent_Low
Repressed_PolyComb	ZNF_genes_and_repeats
Weak_transcription	Weak_Repressed_PolyComb
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Genic_enhancers	Bivalent_Poised_TSS
Enhancers	Repressed_PolyComb
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
Active_TSS	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Weak_transcription
Flanking_Active_TSS	Genic_enhancers
Bivalent_Poised_TSS	Strong_transcription
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Enhancers
Quiescent_Low	Flanking_Active_TSS
