(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
Repressed_PolyComb	ZNF_genes_and_repeats
Strong_transcription	Quiescent_Low
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Repressed_PolyComb
Active_TSS	Bivalent_Poised_TSS
Weak_transcription	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Flanking_Active_TSS	Genic_enhancers
Weak_Repressed_PolyComb	Active_TSS
Bivalent_Poised_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Quiescent_Low	Strong_transcription
