(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Enhancers	Strong_transcription
Heterochromatin	Weak_transcription
Repressed_PolyComb	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Strong_transcription	ZNF_genes_and_repeats
Active_TSS	Active_TSS
Weak_transcription	Bivalent_Enhancer
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Bivalent_Enhancer	Repressed_PolyComb
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Heterochromatin
Quiescent_Low	Quiescent_Low
