(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Repressed_PolyComb	Enhancers
Enhancers	Flanking_Active_TSS
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Repressed_PolyComb
Strong_transcription	Active_TSS
Heterochromatin	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
