(New) Chromatin State	(Old) Chromatin State
Flanking_Bivalent_TSS_Enh	Repressed_PolyComb
Bivalent_Enhancer	Bivalent_Enhancer
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Genic_enhancers	ZNF_genes_and_repeats
Enhancers	Active_TSS
ZNF_genes_and_repeats	Flanking_Active_TSS
Active_TSS	Heterochromatin
Repressed_PolyComb	Enhancers
Heterochromatin	Transcr_at_gene_5_and_3
Strong_transcription	Genic_enhancers
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	Weak_transcription
Quiescent_Low	Quiescent_Low
