(New) Chromatin State	(Old) Chromatin State
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Genic_enhancers
Genic_enhancers	Flanking_Active_TSS
Enhancers	Active_TSS
ZNF_genes_and_repeats	Strong_transcription
Bivalent_Enhancer	Enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Active_TSS	Bivalent_Poised_TSS
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Bivalent_Enhancer
Strong_transcription	Flanking_Bivalent_TSS_Enh
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
