(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Weak_transcription	Repressed_PolyComb
Strong_transcription	Enhancers
Heterochromatin	Bivalent_Enhancer
Repressed_PolyComb	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Quiescent_Low	Flanking_Active_TSS
Genic_enhancers	Quiescent_Low
Active_TSS	Flanking_Bivalent_TSS_Enh
Enhancers	Heterochromatin
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Active_TSS
Bivalent_Poised_TSS	Weak_transcription
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Strong_transcription
