(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Repressed_PolyComb
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Genic_enhancers	Active_TSS
Bivalent_Poised_TSS	Enhancers
Enhancers	Weak_Repressed_PolyComb
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Genic_enhancers
Heterochromatin	Weak_transcription
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
