(New) Chromatin State	(Old) Chromatin State
Heterochromatin	Heterochromatin
Strong_transcription	ZNF_genes_and_repeats
Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Genic_enhancers	Bivalent_Poised_TSS
Enhancers	Repressed_PolyComb
Weak_Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Active_TSS	Enhancers
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Active_TSS
Quiescent_Low	Strong_transcription
