(New) Chromatin State	(Old) Chromatin State
Active_TSS	Active_TSS
Bivalent_Poised_TSS	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Bivalent_Enhancer
Genic_enhancers	Enhancers
Enhancers	Repressed_PolyComb
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Repressed_PolyComb	Genic_enhancers
Heterochromatin	Weak_transcription
Strong_transcription	Weak_Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Quiescent_Low	Strong_transcription
