(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Genic_enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Weak_transcription
ZNF_genes_and_repeats	Genic_enhancers
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Active_TSS	Bivalent_Enhancer
Repressed_PolyComb	Active_TSS
Bivalent_Enhancer	Repressed_PolyComb
Heterochromatin	Weak_Repressed_PolyComb
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
