(New) Chromatin State	(Old) Chromatin State
Active_TSS	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Flanking_Active_TSS	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Enhancers	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Bivalent_Enhancer
ZNF_genes_and_repeats	Enhancers
Bivalent_Poised_TSS	Repressed_PolyComb
Repressed_PolyComb	Weak_transcription
Flanking_Bivalent_TSS_Enh	Genic_enhancers
Heterochromatin	Weak_Repressed_PolyComb
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
