(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Active_TSS
Enhancers	Genic_enhancers
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Strong_transcription
Bivalent_Enhancer	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Enhancer
Active_TSS	ZNF_genes_and_repeats
Repressed_PolyComb	Enhancers
Heterochromatin	Repressed_PolyComb
Strong_transcription	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
