(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Flanking_Bivalent_TSS_Enh	Bivalent_Poised_TSS
Bivalent_Enhancer	Bivalent_Enhancer
Transcr_at_gene_5_and_3	Repressed_PolyComb
Bivalent_Poised_TSS	Flanking_Active_TSS
Genic_enhancers	Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Transcr_at_gene_5_and_3
Active_TSS	Weak_Repressed_PolyComb
Repressed_PolyComb	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Strong_transcription	Weak_transcription
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
