(New) Chromatin State	(Old) Chromatin State
Quiescent_Low	Heterochromatin
Weak_Repressed_PolyComb	Quiescent_Low
Weak_transcription	Weak_transcription
Strong_transcription	Enhancers
Heterochromatin	Strong_transcription
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Repressed_PolyComb	Bivalent_Poised_TSS
Enhancers	Bivalent_Enhancer
Genic_enhancers	Repressed_PolyComb
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Active_TSS	Flanking_Active_TSS
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Transcr_at_gene_5_and_3
Bivalent_Poised_TSS	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Active_TSS
