(New) Chromatin State	(Old) Chromatin State
Strong_transcription	Weak_transcription
Heterochromatin	Strong_transcription
Repressed_PolyComb	Genic_enhancers
Weak_transcription	ZNF_genes_and_repeats
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Weak_Repressed_PolyComb	Enhancers
Genic_enhancers	Quiescent_Low
Enhancers	Flanking_Active_TSS
Active_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Repressed_PolyComb
Bivalent_Enhancer	Heterochromatin
Flanking_Bivalent_TSS_Enh	Active_TSS
Quiescent_Low	Weak_Repressed_PolyComb
