(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Flanking_Active_TSS	Weak_transcription
Genic_enhancers	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Heterochromatin
Bivalent_Enhancer	Strong_transcription
Enhancers	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Genic_enhancers
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Active_TSS	Bivalent_Poised_TSS
Repressed_PolyComb	Bivalent_Enhancer
Heterochromatin	Flanking_Active_TSS
Strong_transcription	Enhancers
Weak_transcription	Active_TSS
Weak_Repressed_PolyComb	Weak_Repressed_PolyComb
Quiescent_Low	Quiescent_Low
