(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Active_TSS	Bivalent_Enhancer
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Weak_Repressed_PolyComb
Enhancers	Flanking_Active_TSS
Bivalent_Poised_TSS	Active_TSS
Flanking_Active_TSS	ZNF_genes_and_repeats
Bivalent_Enhancer	Enhancers
Strong_transcription	Transcr_at_gene_5_and_3
Flanking_Bivalent_TSS_Enh	Heterochromatin
Heterochromatin	Genic_enhancers
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
