(New) Chromatin State	(Old) Chromatin State
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Genic_enhancers
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Strong_transcription
Repressed_PolyComb	Enhancers
Flanking_Active_TSS	Weak_transcription
Active_TSS	Active_TSS
Heterochromatin	Bivalent_Enhancer
Bivalent_Enhancer	ZNF_genes_and_repeats
Strong_transcription	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Repressed_PolyComb
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
