(New) Chromatin State	(Old) Chromatin State
Weak_Repressed_PolyComb	Repressed_PolyComb
Weak_transcription	Bivalent_Enhancer
Strong_transcription	Weak_Repressed_PolyComb
Heterochromatin	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Quiescent_Low
Genic_enhancers	Active_TSS
Active_TSS	ZNF_genes_and_repeats
Enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Heterochromatin
Flanking_Active_TSS	Enhancers
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Quiescent_Low	Strong_transcription
