(New) Chromatin State	(Old) Chromatin State
Genic_enhancers	Genic_enhancers
Transcr_at_gene_5_and_3	Transcr_at_gene_5_and_3
Enhancers	Strong_transcription
Flanking_Active_TSS	Weak_transcription
ZNF_genes_and_repeats	Enhancers
Bivalent_Enhancer	Flanking_Active_TSS
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Bivalent_Enhancer
Active_TSS	Flanking_Bivalent_TSS_Enh
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Active_TSS
Strong_transcription	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
