(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Genic_enhancers	Bivalent_Enhancer
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Enhancers	Flanking_Bivalent_TSS_Enh
Heterochromatin	Weak_Repressed_PolyComb
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Active_TSS	Active_TSS
Strong_transcription	Enhancers
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Weak_transcription	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Genic_enhancers
Bivalent_Enhancer	Weak_transcription
Flanking_Bivalent_TSS_Enh	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
