(New) Chromatin State	(Old) Chromatin State
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Genic_enhancers	Weak_transcription
Flanking_Active_TSS	Genic_enhancers
ZNF_genes_and_repeats	Transcr_at_gene_5_and_3
Bivalent_Enhancer	Bivalent_Enhancer
Active_TSS	Active_TSS
Repressed_PolyComb	Repressed_PolyComb
Bivalent_Poised_TSS	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Heterochromatin	Bivalent_Poised_TSS
Strong_transcription	Quiescent_Low
Weak_transcription	Strong_transcription
Weak_Repressed_PolyComb	ZNF_genes_and_repeats
Quiescent_Low	Heterochromatin
