(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Repressed_PolyComb
Active_TSS	Bivalent_Enhancer
Strong_transcription	Weak_Repressed_PolyComb
Genic_enhancers	Bivalent_Poised_TSS
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Enhancers	Active_TSS
Transcr_at_gene_5_and_3	Flanking_Active_TSS
Heterochromatin	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Heterochromatin
Flanking_Active_TSS	Transcr_at_gene_5_and_3
Weak_transcription	Enhancers
Bivalent_Enhancer	Genic_enhancers
Flanking_Bivalent_TSS_Enh	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
