(New) Chromatin State	(Old) Chromatin State
Transcr_at_gene_5_and_3	Genic_enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Strong_transcription
Active_TSS	Enhancers
Flanking_Active_TSS	Flanking_Active_TSS
Bivalent_Enhancer	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Bivalent_Enhancer
Repressed_PolyComb	Active_TSS
Flanking_Bivalent_TSS_Enh	Flanking_Bivalent_TSS_Enh
Heterochromatin	Repressed_PolyComb
Strong_transcription	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
