(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Bivalent_Enhancer
Flanking_Active_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Repressed_PolyComb
ZNF_genes_and_repeats	Bivalent_Poised_TSS
Genic_enhancers	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Enhancers
Enhancers	Weak_Repressed_PolyComb
Bivalent_Poised_TSS	Active_TSS
Active_TSS	Transcr_at_gene_5_and_3
Repressed_PolyComb	Weak_transcription
Heterochromatin	Genic_enhancers
Strong_transcription	ZNF_genes_and_repeats
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
