(New) Chromatin State	(Old) Chromatin State
Repressed_PolyComb	Genic_enhancers
Active_TSS	Transcr_at_gene_5_and_3
Genic_enhancers	Strong_transcription
ZNF_genes_and_repeats	Weak_transcription
Enhancers	Flanking_Active_TSS
Transcr_at_gene_5_and_3	Enhancers
Strong_transcription	Active_TSS
Bivalent_Poised_TSS	ZNF_genes_and_repeats
Heterochromatin	Bivalent_Enhancer
Flanking_Active_TSS	Repressed_PolyComb
Bivalent_Enhancer	Flanking_Bivalent_TSS_Enh
Weak_transcription	Bivalent_Poised_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
