(New) Chromatin State	(Old) Chromatin State
Strong_transcription	Weak_transcription
Weak_transcription	Strong_transcription
Heterochromatin	Genic_enhancers
Repressed_PolyComb	ZNF_genes_and_repeats
Weak_Repressed_PolyComb	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Heterochromatin
Genic_enhancers	Quiescent_Low
Active_TSS	Bivalent_Poised_TSS
Enhancers	Enhancers
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Poised_TSS	Flanking_Active_TSS
Bivalent_Enhancer	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Active_TSS
Quiescent_Low	Weak_Repressed_PolyComb
