(New) Chromatin State	(Old) Chromatin State
Transcr_at_gene_5_and_3	ZNF_genes_and_repeats
Genic_enhancers	Weak_transcription
ZNF_genes_and_repeats	Flanking_Bivalent_TSS_Enh
Active_TSS	Heterochromatin
Enhancers	Repressed_PolyComb
Flanking_Active_TSS	Bivalent_Enhancer
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Strong_transcription
Repressed_PolyComb	Active_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Heterochromatin	Genic_enhancers
Strong_transcription	Transcr_at_gene_5_and_3
Weak_transcription	Flanking_Active_TSS
Weak_Repressed_PolyComb	Enhancers
Quiescent_Low	Quiescent_Low
