(New) Chromatin State	(Old) Chromatin State
Bivalent_Enhancer	Bivalent_Poised_TSS
Bivalent_Poised_TSS	Flanking_Bivalent_TSS_Enh
Transcr_at_gene_5_and_3	Bivalent_Enhancer
Flanking_Active_TSS	Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	Active_TSS
Active_TSS	Flanking_Active_TSS
Genic_enhancers	Enhancers
ZNF_genes_and_repeats	Weak_Repressed_PolyComb
Enhancers	Transcr_at_gene_5_and_3
Repressed_PolyComb	ZNF_genes_and_repeats
Heterochromatin	Genic_enhancers
Strong_transcription	Heterochromatin
Weak_transcription	Weak_transcription
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
