(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Genic_enhancers
Genic_enhancers	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Strong_transcription
Transcr_at_gene_5_and_3	Weak_transcription
Enhancers	Enhancers
Bivalent_Enhancer	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Bivalent_Poised_TSS	Bivalent_Enhancer
Active_TSS	Active_TSS
Repressed_PolyComb	Repressed_PolyComb
Heterochromatin	Flanking_Bivalent_TSS_Enh
Strong_transcription	Bivalent_Poised_TSS
Weak_transcription	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Heterochromatin
Quiescent_Low	Quiescent_Low
