(New) Chromatin State	(Old) Chromatin State
Active_TSS	Flanking_Active_TSS
Repressed_PolyComb	Active_TSS
Genic_enhancers	Bivalent_Poised_TSS
Transcr_at_gene_5_and_3	Flanking_Bivalent_TSS_Enh
Bivalent_Poised_TSS	Transcr_at_gene_5_and_3
ZNF_genes_and_repeats	Bivalent_Enhancer
Enhancers	Enhancers
Flanking_Active_TSS	Repressed_PolyComb
Bivalent_Enhancer	Weak_transcription
Strong_transcription	Genic_enhancers
Heterochromatin	ZNF_genes_and_repeats
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_transcription	Heterochromatin
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Quiescent_Low
