(New) Chromatin State	(Old) Chromatin State
Flanking_Active_TSS	Active_TSS
Genic_enhancers	Flanking_Active_TSS
ZNF_genes_and_repeats	Enhancers
Enhancers	Transcr_at_gene_5_and_3
Transcr_at_gene_5_and_3	Bivalent_Poised_TSS
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Active_TSS	Bivalent_Enhancer
Heterochromatin	Genic_enhancers
Bivalent_Poised_TSS	Weak_transcription
Bivalent_Enhancer	Repressed_PolyComb
Strong_transcription	Weak_Repressed_PolyComb
Flanking_Bivalent_TSS_Enh	ZNF_genes_and_repeats
Weak_transcription	Quiescent_Low
Weak_Repressed_PolyComb	Strong_transcription
Quiescent_Low	Heterochromatin
