(New) Chromatin State	(Old) Chromatin State
ZNF_genes_and_repeats	ZNF_genes_and_repeats
Enhancers	Heterochromatin
Genic_enhancers	Weak_transcription
Transcr_at_gene_5_and_3	Strong_transcription
Repressed_PolyComb	Flanking_Bivalent_TSS_Enh
Heterochromatin	Transcr_at_gene_5_and_3
Flanking_Active_TSS	Bivalent_Poised_TSS
Active_TSS	Repressed_PolyComb
Strong_transcription	Bivalent_Enhancer
Bivalent_Enhancer	Genic_enhancers
Bivalent_Poised_TSS	Active_TSS
Weak_transcription	Flanking_Active_TSS
Flanking_Bivalent_TSS_Enh	Weak_Repressed_PolyComb
Weak_Repressed_PolyComb	Enhancers
Quiescent_Low	Quiescent_Low
